Facility Number,Facility Name,Region,District,Council,Facility Type
11309700,Huruma Private,Ruvuma,Mbinga,Mbinga DC,Health Labs - Level IA2 (Dispensary Laboratory)
10142400,Hurumia Watoto,Mwanza,Nyamagana,Nyamagana MC,Hospital - Hospital at District Level
11257506,Husain,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10142507,Huzi,Dodoma,Chamwino,Chamwino DC,Dispensary
11290809,Hyadom Optical Centre,Manyara,Mbulu,Mbulu DC,Clinic - Optometry Clinic
11169308,Hydemak,Tanga,Handeni,Handeni DC,Dispensary
10133508,Hydom,Manyara,Mbulu,Mbulu DC,Hospital - Referral Hospital at Regional Level
11323604,I & J,Tanga,Tanga,Tanga CC,Health Labs - Level IA2 (Dispensary Laboratory)
11230107,I.M,Manyara,Mbulu,Mbulu DC,Dispensary
11280703,I.S.P Orthopaedic rehabilitation,Mwanza,Nyamagana,Nyamagana MC,Clinic - Physiotherapy Clinic
10142801,Iambi ELCT,Singida,Mkalama,Mkalama DC,Hospital - Hospital at District Level
10142909,Ibaba,Songwe,Ileje,Ileje DC,Health Center
10143007,Ibadakuli,Shinyanga,Shinyanga,Shinyanga MC,Dispensary
10143105,Ibaga,Njombe,Makete,Makete DC,Dispensary
10143203,Ibamba,Kagera,Kyerwa,Kyerwa DC,Dispensary
10999306,Ibambo,Tabora,Kaliua,Kaliua DC,Dispensary
11405106,Ibatu,Njombe,Njombe,Makambako TC,Dispensary
10143409,Ibaya,Kilimanjaro,Mwanga,Mwanga DC,Dispensary
10981707,Ibembwa,Songwe,Mbozi,Mbozi DC,Dispensary
10143506,Ibigi,Mbeya,Rungwe,Rungwe DC,Maternity Home
10143604,Ibihi,Njombe,Ludewa,Ludewa DC,Dispensary
10143702,Ibihwa,Dodoma,Bahi,Bahi DC,Dispensary
11137806,Ibiki,Njombe,Njombe,Njombe DC,Dispensary
10143800,Ibililo,Mbeya,Rungwe,Rungwe DC,Dispensary
11021002,Ibindi,Katavi,Mlele,Nsimbo DC,Dispensary
10144006,Ibindo,Mwanza,Kwimba,Kwimba DC,Dispensary
10144104,Ibiri,Tabora,Uyui,Uyui DC,Dispensary
10144505,Ibologelo,Tabora,Igunga,Igunga DC,Dispensary
11150309,Ibondo,Geita,Geita,Geita DC,Dispensary
10144701,Ibongoya,Mwanza,Misungwi,Misungwi DC,Dispensary
10144809,Ibosa,Kagera,Bukoba,Bukoba DC,Dispensary
10145005,Iboya,Geita,Mbogwe,Mbogwe DC,Health Center
10144907,Iboya,Njombe,Njombe,Njombe TC,Dispensary
11322400,Ibra,Tanga,Muheza,Muheza DC,Health Labs - Level III Multipurpose Health Laboratory
11328306,Ibra,Pwani,Bagamoyo,Bagamoyo DC,Health Labs - Level IA2 (Dispensary Laboratory)
11352902,Ibra,Dar es Salaam,Temeke,Temeke MC,Health Labs - Level IA2 (Dispensary Laboratory)
11117105,Ibuga,Kagera,Ngara,Ngara DC,Dispensary
10145309,Ibugule,Dodoma,Bahi,Bahi DC,Dispensary
10145407,Ibukoni,Kilimanjaro,Rombo,Rombo DC,Dispensary
10145504,Ibumi,Njombe,Ludewa,Ludewa DC,Dispensary
10145602,Ibumila,Njombe,Njombe,Njombe DC,Dispensary
10145700,Ibumu,Iringa,Kilolo,Kilolo DC,Dispensary
11147804,Ibun jazary,Pwani,Mkuranga,Mkuranga DC,Dispensary
11239304,Ibungu,Manyara,Babati,Babati TC,Dispensary
10145808,Ibutamisuzi,Tabora,Igunga,Igunga DC,Dispensary
11245903,Ibuti,Morogoro,Gairo,Gairo DC,Dispensary
10145906,Ibwaga,Dodoma,Kongwa,Kongwa DC,Dispensary
10146004,Ibwanzi,Iringa,Mufindi,Mufindi DC,Dispensary
10146102,Ibwera,Kagera,Bukoba,Bukoba DC,Dispensary
10146406,Ichemba,Tabora,Kaliua,Kaliua DC,Dispensary
10146503,Ichesa,Songwe,Mbozi,Mbozi DC,Dispensary
10146601,Ichwankima,Geita,Chato,Chato DC,Dispensary
11167505,ICS,Dar es Salaam,Temeke,Temeke MC,Dispensary
10531409,ICS Charitable Mother Care,Dar es Salaam,Ilala,Ilala MC,Dispensary
11383406,ICS Mikocheni Charitable,Pwani,Kibaha,Kibaha DC,Dispensary
11060503,ICS St Ester,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
11060601,ICS Ufunuo,Dar es Salaam,Ilala,Ilala MC,Dispensary
10845703,ICS- Royal,Pwani,Kibaha,Kibaha TC,Health Center
10146905,Idahina,Shinyanga,Kahama,Ushetu DC,Dispensary
10147003,Idamnole,Mtwara,Newala,Newala DC,Dispensary
10147101,Idegenda,Iringa,Kilolo,Kilolo DC,Dispensary
10147209,Idende,Njombe,Makete,Makete DC,Dispensary
10147502,Idete,Iringa,Mufindi,Mufindi DC,Dispensary
10147405,Idete,Iringa,Kilolo,Kilolo DC,Dispensary
10147307,Idete,Morogoro,Kilombero,Mlimba DC,Dispensary
10147600,Idete Prison,Morogoro,Kilombero,Mlimba DC,Dispensary
10147708,Idetemya,Mwanza,Misungwi,Misungwi DC,Dispensary
10147806,Idibo,Morogoro,Gairo,Gairo DC,Dispensary
10147904,Idifu,Dodoma,Chamwino,Chamwino DC,Dispensary
10148002,Idiga,Mbeya,Mbeya,Mbeya DC,Dispensary
10148100,Idihani,Njombe,Njombe,Njombe TC,Dispensary
10148306,Idiwili,Songwe,Mbozi,Mbozi DC,Dispensary
10148404,Idodi,Iringa,Iringa,Iringa DC,Health Center
10148501,Idodoma,Dodoma,Mpwapwa,Mpwapwa DC,Dispensary
10148609,Idodyandole,Singida,Manyoni,Itigi DC,Dispensary
11167907,Iduchu,Njombe,Njombe,Njombe TC,Dispensary
10148805,Idukilo,Shinyanga,Kishapu,Kishapu DC,Dispensary
11104100,Idunda,Morogoro,Ulanga,Ulanga DC,Dispensary
10149500,Idunda,Njombe,Njombe,Njombe TC,Dispensary
10149403,Idunda,Songwe,Mbozi,Mbozi DC,Dispensary
10149109,Idunda,Iringa,Mufindi,Mufindi DC,Dispensary
10149207,Idunda,Mbeya,Mbeya,Mbeya DC,Dispensary
10149608,Idundilanga,Njombe,Njombe,Njombe TC,Dispensary
10149706,Iduo,Dodoma,Kongwa,Kongwa DC,Dispensary
11152003,Ifakara,Morogoro,Kilombero,Ifakara TC,Dispensary
10149804,Ifinga,Ruvuma,Songea,Madaba DC,Dispensary
10150007,Ifucha,Tabora,Tabora,Tabora MC,Dispensary
10918901,Ifuko,Songwe,Songwe,Songwe DC,Dispensary
10916609,Ifumbo,Mbeya,Chunya,Chunya DC,Dispensary
10150409,Ifunda,Iringa,Iringa,Iringa DC,Dispensary
10150506,Ifunda RC,Iringa,Iringa,Iringa DC,Health Center
10150702,Ifupa,Mbeya,Mbeya,Mbeya DC,Dispensary
10150800,Ifupira,Iringa,Mufindi,Mufindi DC,Dispensary
10150908,Ifuwa,Iringa,Kilolo,Kilolo DC,Dispensary
10151006,Ifwagi,Iringa,Mufindi,Mufindi DC,Health Center
10916707,Ifwenkenya,Songwe,Songwe,Songwe DC,Dispensary
10151202,Igaga B,Shinyanga,Kishapu,Kishapu DC,Dispensary
11193308,Igagala,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10151300,Igagala,Tabora,Kaliua,Kaliua DC,Dispensary
10151505,Igaka,Mwanza,Sengerema,Sengerema DC,Nursing Home
11351609,Igala,Dar es Salaam,Temeke,Temeke MC,Health Labs - Level IA2 (Dispensary Laboratory)
11346206,Igala Ilala,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
11235102,Igalagalilo,Mwanza,Sengerema,Sengerema DC,Dispensary
10151701,Igalamu,Mbeya,Rungwe,Rungwe DC,Dispensary
10151809,Igale,Songwe,Mbozi,Mbozi DC,Dispensary
10944204,Igale,Mbeya,Mbeya,Mbeya DC,Dispensary
11021100,Igalilimi,Shinyanga,Kahama,Kahama TC,Dispensary
10152103,Igalla,Mwanza,Ukerewe,Ukerewe DC,Dispensary
11447507,Igalu,Njombe,Ludewa,Ludewa DC,Dispensary
10152201,Igalukilo,Simiyu,Busega,Busega DC,Health Center
10152504,Igalula,Tabora,Uyui,Uyui DC,Dispensary
10152309,Igalula,Tabora,Sikonge,Sikonge DC,Dispensary
10152407,Igalula,Kigoma,Uvinza,Uvinza DC,Dispensary
10847603,Igalula,Mwanza,Sengerema,Sengerema DC,Dispensary
10152602,Igamba,Songwe,Mbozi,Mbozi DC,Dispensary
10152808,Igandu,Dodoma,Chamwino,Chamwino DC,Dispensary
10152906,Igangidung'u,Iringa,Iringa,Iringa DC,Dispensary
10153004,Iganzo,Mbeya,Mbeya,Mbeya CC,Dispensary
10964600,Igauri,Singida,Singida,Singida DC,Dispensary
10153200,Igava,Mbeya,Mbarali,Mbarali DC,Dispensary
10153308,Igawa,Mbeya,Mbarali,Mbarali DC,Dispensary
10153406,Igawa,Morogoro,Ulanga,Malinyi DC,Dispensary
10153503,Igawilo,Mbeya,Mbeya,Mbeya CC,Health Center
10153601,Igawisenga,Ruvuma,Songea,Madaba DC,Dispensary
10153709,Igayaza,Kagera,Missenyi,Missenyi DC,Dispensary
10153807,Igegu,Simiyu,Bariadi,Bariadi DC,Dispensary
10153905,Igekemaja,Mwanza,Magu,Magu DC,Dispensary
10154003,Igeleke,Iringa,Mufindi,Mufindi DC,Dispensary
10154209,Ighombwe,Singida,Ikungi,Ikungi DC,Dispensary
10154307,Igigwa,Tabora,Sikonge,Sikonge DC,Dispensary
10154405,Igima,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10154502,Iglansoni,Singida,Ikungi,Ikungi DC,Dispensary
11423202,Iglasoni,Singida,Manyoni,Manyoni DC,Health Labs - Level IA2 (Dispensary Laboratory)
11202405,Igoda,Iringa,Mufindi,Mufindi DC,Dispensary
10154708,Igodivaha,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10154806,Igogo,Tabora,Igunga,Igunga DC,Dispensary
10154904,Igogo,Mwanza,Nyamagana,Nyamagana MC,Dispensary
10155100,Igogwe,Mwanza,Ilemela,Ilemela MC,Dispensary
10155208,Igogwe Mission,Mbeya,Rungwe,Rungwe DC,Hospital - Hospital at District Level
10155306,Igoji I,Dodoma,Mpwapwa,Mpwapwa DC,Dispensary
11414105,Igoji kusini,Dodoma,Mpwapwa,Mpwapwa DC,Dispensary
10155404,Igokelo,Mwanza,Misungwi,Misungwi DC,Dispensary
10155501,Igoko,Tabora,Uyui,Uyui DC,Dispensary
10155609,Igola,Njombe,Njombe,Njombe TC,Dispensary
10155805,Igolwa,Mbeya,Mbeya,Mbeya CC,Maternity and Nursing Home
10155707,Igolwa,Njombe,Makete,Makete DC,Dispensary
10156109,Igoma,Njombe,Njombe,Njombe TC,Dispensary
10156001,Igoma,Mbeya,Mbeya,Mbeya DC,Dispensary
10156207,Igoma,Mwanza,Nyamagana,Nyamagana MC,Health Center
10155903,Igomaa,Iringa,Mufindi,Mufindi DC,Dispensary
10156305,Igombavanu,Iringa,Mufindi,Mufindi DC,Dispensary
10156403,Igombe,Mwanza,Magu,Magu DC,Dispensary
10156500,Igombe 56,Tabora,Kaliua,Kaliua DC,Dispensary
10156608,Igombe 60,Tabora,Kaliua,Kaliua DC,Dispensary
10156706,Igombola,Njombe,Njombe,Njombe DC,Dispensary
10156804,Igominyi,Njombe,Njombe,Njombe TC,Dispensary
10156902,Igongolo,Njombe,Njombe,Njombe DC,Dispensary
10157000,Igongwa,Mwanza,Misungwi,Misungwi DC,Dispensary
11453704,Igongwa,Simiyu,Maswa,Maswa DC,Dispensary
10157108,Igosi,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10983108,Igosi,Mbeya,Kyela,Kyela DC,Health Labs - Level III single purpose Health Laboratory
10157206,Igota,Morogoro,Ulanga,Ulanga DC,Dispensary
10157402,Igoweko,Tabora,Igunga,Igunga DC,Dispensary
10157607,Igowole,Iringa,Mufindi,Mufindi DC,Dispensary
10157705,Iguguno,Singida,Mkalama,Mkalama DC,Dispensary
10157803,Iguguno R.C,Singida,Mkalama,Mkalama DC,Dispensary
10157901,Igula,Iringa,Iringa,Iringa DC,Dispensary
10158009,Iguluba,Iringa,Iringa,Iringa DC,Dispensary
10158107,Igulumuki,Mwanza,Sengerema,Sengerema DC,Dispensary
10158401,Igumbilo,Njombe,Makete,Makete DC,Dispensary
10158303,Igumbilo,Iringa,Iringa,Iringa MC,Dispensary
10158508,Igumo,Tabora,Igunga,Igunga DC,Dispensary
10993400,Igunda,Songwe,Mbozi,Mbozi DC,Dispensary
10158606,Igunda,Shinyanga,Kahama,Ushetu DC,Dispensary
10158704,Igundu,Mara,Bunda,Bunda DC,Dispensary
10158802,Igundu,Mbeya,Chunya,Chunya DC,Dispensary
11211404,Igunga,Dodoma,Chemba,Chemba DC,Dispensary
10158900,Igunga,Tabora,Igunga,Igunga DC,Hospital - District Hospital
10159008,Igunga CHF,Tabora,Igunga,Igunga DC,Dispensary
10159204,Igunguli,Tabora,Urambo,Urambo DC,Dispensary
10159302,Igunya,Simiyu,Maswa,Maswa DC,Dispensary
10159400,Igurubi,Tabora,Igunga,Igunga DC,Health Center
10159507,Igurusi,Mbeya,Mbarali,Mbarali DC,Health Center
10159605,Igusule,Tabora,Nzega,Nzega DC,Dispensary
10159703,Igwachanya,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10159801,Igwamadete,Singida,Manyoni,Manyoni DC,Dispensary
10159909,Igwamanoni,Shinyanga,Kahama,Ushetu DC,Dispensary
10160005,Igwisi,Tabora,Kaliua,Kaliua DC,Dispensary
10160201,Ihahi,Mbeya,Mbarali,Mbarali DC,Dispensary
10160103,Ihahi Mission,Mbeya,Mbarali,Mbarali DC,Dispensary
11201709,Ihalimba,Iringa,Mufindi,Mufindi DC,Dispensary
10160309,Ihalo,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
10160407,Ihalula,Njombe,Njombe,Njombe TC,Health Center
10160602,Ihanda,Songwe,Mbozi,Mbozi DC,Dispensary
10160504,Ihanda,Dodoma,Kongwa,Kongwa DC,Dispensary
10160906,Ihanga,Njombe,Njombe,Njombe TC,Health Center
10160700,Ihanga,Geita,Chato,Chato DC,Dispensary
10160808,Ihanga,Njombe,Makete,Makete DC,Dispensary
11223302,Ihanga,Njombe,Makete,Makete DC,Dispensary
10161004,Ihanja,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10161102,Ihanja,Singida,Ikungi,Ikungi DC,Health Center
10161200,Ihanzuntwa,Iringa,Mufindi,Mufindi DC,Dispensary
11109007,Ihapula,Shinyanga,Kahama,Ushetu DC,Dispensary
11116302,Ihawaga,Iringa,Mufindi,Mufindi DC,Dispensary
10161406,Ihayabuyaga,Mwanza,Magu,Magu DC,Dispensary
10161503,Ihega,Geita,Geita,Geita DC,Dispensary
11314909,Ihela,Njombe,Makete,Makete DC,Dispensary
11187002,Ihelele,Mwanza,Misungwi,Misungwi DC,Dispensary
10161601,Ihembe,Kagera,Karagwe,Karagwe DC,Dispensary
11206704,Ihembe II,Kagera,Karagwe,Karagwe DC,Dispensary
10161709,Ihemi,Iringa,Iringa,Iringa DC,Dispensary
10998405,Ihimbo,Iringa,Mufindi,Mufindi DC,Dispensary
10161807,Ihimbo,Iringa,Kilolo,Kilolo DC,Dispensary
10161905,Ihomasa,Iringa,Iringa,Iringa DC,Dispensary
11104903,Ihombwe,Morogoro,Kilosa,Kilosa DC,Dispensary
10162003,Ihongole,Iringa,Mafinga,Mafinga TC,Health Center
11074106,Ihowa,Songwe,Mbozi,Mbozi DC,Dispensary
10162101,Ihowanja,Morogoro,Ulanga,Malinyi DC,Dispensary
10162209,Ihowanza,Iringa,Mufindi,Mufindi DC,Dispensary
10162307,Ihugi,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
11465808,Ihula,Mbeya,Kyela,Kyela DC,Dispensary
10162405,Ihumwa,Dodoma,Dodoma,Dodoma MC,Dispensary
10162502,Ihumwa Jwtz,Dodoma,Dodoma,Dodoma MC,Dispensary
10162708,Ihungo Sec. school,Kagera,Bukoba,Bukoba MC,Dispensary
10162806,Ihusi,Simiyu,Bariadi,Bariadi DC,Dispensary
10162904,IJA,Tanga,Lushoto,Lushoto DC,Dispensary
10163208,Ijava,Morogoro,Gairo,Gairo DC,Dispensary
10163306,Ijiha,Simiyu,Busega,Busega DC,Dispensary
10163404,Ijinga,Mwanza,Magu,Magu DC,Dispensary
10163609,Ijuganyondo,Kagera,Bukoba,Bukoba MC,Dispensary
11166702,Ijuka,Dar es Salaam,Temeke,Temeke MC,Dispensary
10163707,Ikama,Mbeya,Rungwe,Busokelo DC,Dispensary
10163805,Ikama,Mbeya,Kyela,Kyela DC,Dispensary
10163903,Ikama Katumba,Mbeya,Rungwe,Rungwe DC,Dispensary
10164001,Ikana,Songwe,Momba,Momba DC,Dispensary
10164207,Ikang'asi,Njombe,Njombe,Njombe DC,Dispensary
10164305,Ikasi,Singida,Manyoni,Manyoni DC,Dispensary
11236209,Ikengele,Mwanza,Magu,Magu DC,Dispensary
10164500,Ikengeza,Iringa,Iringa,Iringa DC,Dispensary
10164608,Ikhanoda,Singida,Singida,Singida DC,Dispensary
10164706,Ikhoho,Mbeya,Mbeya,Mbeya DC,Dispensary
10976606,Ikimilinzowo,Iringa,Mufindi,Mufindi DC,Dispensary
11477902,Ikinda,Shinyanga,Kahama,Msalala DC,Dispensary
10164804,Ikindilo,Simiyu,Itilima,Itilima DC,Health Center
10164902,Ikindwa,Tabora,Nzega,Nzega DC,Dispensary
11383601,Ikisa,Njombe,Njombe,Njombe TC,Dispensary
10165000,Ikiwu,Singida,Singida,Singida DC,Dispensary
10165206,Ikizu,Mara,Bunda,Bunda DC,Health Center
10165509,Ikoga Mpya,Mbeya,Mbarali,Mbarali DC,Dispensary
10165607,Ikokoto,Iringa,Kilolo,Kilolo DC,Dispensary
10165705,Ikola,Katavi,Mpanda,Tanganyika DC,Dispensary
10165803,Ikolo,Singida,Mkalama,Mkalama DC,Dispensary
10165901,Ikolo,Mbeya,Kyela,Kyela DC,Dispensary
10166009,Ikolongo,Katavi,Mlele,Nsimbo DC,Dispensary
10166107,Ikoma,Mara,Rorya,Rorya DC,Dispensary
10166205,Ikombe,Mbeya,Kyela,Kyela DC,Dispensary
10966608,Ikombo,Dodoma,Chamwino,Chamwino DC,Dispensary
10166303,Ikombolinga,Dodoma,Chamwino,Chamwino DC,Dispensary
10166401,Ikomwa,Tabora,Tabora,Tabora MC,Dispensary
10166606,Ikonda,Shinyanga,Kishapu,Kishapu DC,Dispensary
10166704,Ikonda,Njombe,Makete,Makete DC,Hospital - Hospital at District Level
10166508,Ikonda,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
10166802,Ikondo,Njombe,Njombe,Njombe DC,Dispensary
10166900,Ikongolo,Tabora,Uyui,Uyui DC,Dispensary
10167008,Ikongosi,Iringa,Mufindi,Mufindi DC,Dispensary
10167204,Ikonya,Songwe,Mbozi,Mbozi DC,Dispensary
10167302,Ikowa,Dodoma,Chamwino,Chamwino DC,Dispensary
10167400,Ikozi,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10167507,Ikuini,Kilimanjaro,Rombo,Rombo DC,Dispensary
10167605,Ikukwa,Mbeya,Mbeya,Mbeya DC,Health Center
10167703,Ikula,Iringa,Kilolo,Kilolo DC,Dispensary
11105608,Ikule,Morogoro,Kilombero,Mlimba DC,Dispensary
11390407,Ikulwa,Geita,Geita,Geita TC,Dispensary
11009008,Ikulwe,Katavi,Mlele,Mpimbwe DC,Dispensary
10168203,Ikumbilo,Songwe,Ileje,Ileje DC,Dispensary
10168301,Ikuna,Njombe,Njombe,Njombe DC,Dispensary
10168409,Ikungi,Singida,Ikungi,Ikungi DC,Health Center
10168506,Ikungu,Lindi,Nachingwea,Nachingwea DC,Dispensary
10168604,Ikunguigazi,Geita,Mbogwe,Mbogwe DC,Dispensary
10168702,Ikunguipina,Tabora,Igunga,Igunga DC,Dispensary
11310609,Ikungulipu,Simiyu,Itilima,Itilima DC,Dispensary
10168800,Ikungulyabashashi,Simiyu,Bariadi,Bariadi DC,Dispensary
10878106,Ikungulyambeshi,Simiyu,Bariadi,Bariadi DC,Dispensary
10169006,Ikungulyankoma,Simiyu,Maswa,Maswa DC,Dispensary
10169202,Ikunyu,Kagera,Bukoba,Bukoba DC,Dispensary
10169300,Ikuti,Mbeya,Rungwe,Rungwe DC,Health Center
10169408,Ikuwo,Njombe,Makete,Makete DC,Dispensary
10169505,Ikuyu,Dodoma,Mpwapwa,Mpwapwa DC,Dispensary
11010309,Ikuza,Kagera,Muleba,Muleba DC,Dispensary
11438009,Ikuza GOVT,Kagera,Muleba,Muleba DC,Dispensary
10169603,Ikuzi,Geita,Bukombe,Bukombe DC,Dispensary
11202307,Ikwambi,Morogoro,Kilombero,Mlimba DC,Dispensary
10169809,Ikweha,Iringa,Mufindi,Mufindi DC,Dispensary
10170003,Ikwiriri,Pwani,Rufiji,Rufiji DC,Health Center
10170101,Ikwiriri Mission,Pwani,Rufiji,Rufiji DC,Dispensary
10170307,Ilagala,Kigoma,Uvinza,Uvinza DC,Health Center
10170209,Ilagala Prison,Kigoma,Uvinza,Uvinza DC,Dispensary
11214303,Ilala Afya,Dar es Salaam,Ilala,Ilala MC,Clinic - Polyclinic
11276905,Ilala Eye Centre,Dar es Salaam,Ilala,Ilala MC,Clinic - Optometry Clinic
10170502,Ilalabwe,Mbeya,Rungwe,Rungwe DC,Dispensary
10170708,Ilalangulu,Katavi,Mlele,Mpimbwe DC,Dispensary
10170600,Ilalanguru,Kigoma,Uvinza,Uvinza DC,Dispensary
10170806,Ilalasimba,Iringa,Iringa,Iringa DC,Dispensary
10170904,Ilamata,Simiyu,Maswa,Maswa DC,Dispensary
10171002,Ilambambasa,Simiyu,Maswa,Maswa DC,Dispensary
10171100,Ilambila,Rukwa,Kalambo,Kalambo DC,Dispensary
10171208,Ilambilole,Iringa,Iringa,Iringa DC,Dispensary
10171306,Ilambo,Iringa,Kilolo,Kilolo DC,Dispensary
10171404,Ilandutwa,Iringa,Iringa,Iringa DC,Dispensary
10913906,Ilangale,Geita,Mbogwe,Mbogwe DC,Dispensary
10171609,Ilangali,Dodoma,Chamwino,Chamwino DC,Dispensary
10171707,Ilango,Rukwa,Kalambo,Kalambo DC,Dispensary
10171805,Ilangu,Katavi,Mpanda,Tanganyika DC,Dispensary
10888701,Ilas ii,Songwe,Momba,Tunduma TC,Dispensary
10171903,Ilasi,Songwe,Mbozi,Mbozi DC,Health Center
10172109,Ilawa,Njombe,Ludewa,Ludewa DC,Dispensary
10172207,Ilboru,Arusha,Arusha,Arusha DC,Dispensary
11365006,Ilboru,Arusha,Arusha,Arusha DC,Health Labs - Level IA2 (Dispensary Laboratory)
10172305,Ilebelebe,Shinyanga,Kishapu,Kishapu DC,Dispensary
10172403,Ileje,Songwe,Ileje,Ileje DC,Dispensary
10847701,Ilekanilo,Mwanza,Sengerema,Sengerema DC,Dispensary
10172608,Ilela,Katavi,Mlele,Mlele DC,Dispensary
11447400,Ilela,Njombe,Ludewa,Ludewa DC,Dispensary
10172500,Ilela,Ruvuma,Mbinga,Mbinga DC,Dispensary
10172804,Ilemba,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10243809,Ilembo,Katavi,Mpanda,Mpanda MC,Health Center
10173000,Ilembo,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10173108,Ilembo,Mbeya,Mbeya,Mbeya DC,Health Center
11370401,Ilembo Roman Catholic,Mbeya,Mbeya,Mbeya DC,Dispensary
10173206,Ilembula,Njombe,Wanging'ombe,Wanging'ombe DC,Hospital - Council Designated Hospital
10173304,Ilemela,Mwanza,Ilemela,Ilemela MC,Dispensary
10173402,ILemela,Geita,Chato,Chato DC,Health Center
11386500,Ilemela,Mwanza,Ilemela,Ilemela MC,Hospital - District Hospital
10173509,Ilemera,Kagera,Muleba,Muleba DC,Dispensary
10173607,Ilemera ELCT,Kagera,Muleba,Muleba DC,Dispensary
10173705,Ilera,Manyara,Kiteto,Kiteto DC,Dispensary
11314605,Ilevelo,Njombe,Makete,Makete DC,Dispensary
10957609,Ilewelo,Dodoma,Chamwino,Chamwino DC,Dispensary
10954201,Ileya,Songwe,Songwe,Songwe DC,Dispensary
10173803,Ileya,Mbeya,Mbeya,Mbeya DC,Dispensary
10173901,Iligamba,Mwanza,Sengerema,Buchosa DC,Dispensary
10174009,Ilima,Mbeya,Rungwe,Rungwe DC,Dispensary
10174107,Ilindi,Dodoma,Bahi,Bahi DC,Dispensary
11216409,Ilindi,Shinyanga,Kahama,Kahama TC,Dispensary
10174205,Ilindi,Mbeya,Mbeya,Mbeya DC,Dispensary
11223909,Ilindiwe,Njombe,Makete,Makete DC,Dispensary
10174303,Ilininda,Njombe,Ludewa,Ludewa DC,Dispensary
10174508,Ilkrevi,Arusha,Arusha,Arusha DC,Dispensary
10287307,Illovo,Morogoro,Kilombero,Mlimba DC,Hospital - Hospital at District Level
10174704,Ilobashi,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
10174802,Ilogombe,Iringa,Mufindi,Mufindi DC,Dispensary
10174900,Ilola,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
10175106,Ilolangulu,Geita,Mbogwe,Mbogwe DC,Dispensary
10175008,Ilolangulu,Tabora,Uyui,Uyui DC,Dispensary
10175204,Ilolo,Mbeya,Rungwe,Rungwe DC,Dispensary
10175400,Ilolo Mpya,Iringa,Iringa,Iringa DC,Dispensary
10951008,Ilomba,Mbeya,Mbeya,Mbeya DC,Dispensary
10175605,Ilomba,Songwe,Mbozi,Mbozi DC,Dispensary
11299203,Ilomos,Rukwa,Sumbawanga,Sumbawanga DC,Health Labs - Level IA2 (Dispensary Laboratory)
10175801,Ilonga,Morogoro,Ulanga,Ulanga DC,Dispensary
10175703,Ilonga,Morogoro,Kilosa,Kilosa DC,Dispensary
10176105,Ilongero,Singida,Singida,Singida DC,Health Center
10176203,Ilongo,Mbeya,Mbarali,Mbarali DC,Dispensary
10176301,Ilongo,Singida,Mkalama,Mkalama DC,Dispensary
10176409,Ilopa,Mbeya,Kyela,Kyela DC,Dispensary
10176506,Ilorienito,Arusha,Longido,Longido DC,Dispensary
10176604,Ilula,Mwanza,Kwimba,Kwimba DC,Dispensary
10176800,Ilula,Iringa,Kilolo,Kilolo DC,Hospital - Council Designated Hospital
10176908,Ilula Mwaya,Iringa,Kilolo,Kilolo DC,Dispensary
10177104,Ilumba,Mwanza,Kwimba,Kwimba DC,Dispensary
11259005,Ilumba,Mbeya,Mbeya,Mbeya CC,Health Labs - Level IA2 (Dispensary Laboratory)
10177202,Ilumba,Mbeya,Mbeya,Mbeya CC,Maternity and Nursing Home
11406007,Ilunda,Singida,Mkalama,Mkalama DC,Dispensary
10177300,Ilunde,Katavi,Mlele,Mlele DC,Dispensary
10930004,Ilundo,Mbeya,Rungwe,Rungwe DC,Dispensary
10177505,Ilungu,Njombe,Makete,Makete DC,Dispensary
10177408,Ilungu,Mbeya,Mbeya,Mbeya DC,Dispensary
10971807,Ilyamchele,Geita,Chato,Chato DC,Dispensary
10177701,Imaculate,Kilimanjaro,Hai,Hai DC,Dispensary
10177809,Image,Njombe,Njombe,Njombe DC,Dispensary
10177907,Image No. 8,Iringa,Kilolo,Kilolo DC,Dispensary
10178201,Imalakaseko,Tabora,Uyui,Uyui DC,Dispensary
10980003,Imalamihayo,Tabora,Tabora,Tabora MC,Dispensary
10178309,Imalamihayo,Tabora,Kaliua,Kaliua DC,Dispensary
11090008,Imalampaka,Tabora,Kaliua,Kaliua DC,Dispensary
10178407,Imalampaka,Tabora,Sikonge,Sikonge DC,Dispensary
